Slice (I->S),Label,Size [vox],MAP(),STD()
5:15,WM left lateral corticospinal tract,66.52180710512776,53.53166088193778,2.8807165105090844
5:15,WM right lateral corticospinal tract,76.64770469513076,53.26430534062638,3.4092174039772947
