Filename,Slice (I->S),VertLevel,MEAN(area),STD(area)
single_subject/data/t2/t2_seg.nii.gz,143:164,4,78.0055017936352,2.53796742015513
single_subject/data/t2/t2_seg.nii.gz,165:186,3,77.7008594523071,1.56966143373016
