Filename,Slice (I->S),VertLevel,MEAN(area),STD(area)
single_subject/data/t2/t2_seg.nii.gz,30,,43.0447350807718,0
single_subject/data/t2/t2_seg.nii.gz,31,,43.0291057456016,0
single_subject/data/t2/t2_seg.nii.gz,32,,41.785705898265,0
single_subject/data/t2/t2_seg.nii.gz,33,,42.3872181377957,0
single_subject/data/t2/t2_seg.nii.gz,34,,43.036500716301,0
single_subject/data/t2/t2_seg.nii.gz,35,,43.7560940584275,0
