Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,MEAN(area),STD(area),MEAN(angle_AP),STD(angle_AP),MEAN(angle_RL),STD(angle_RL)
2020-11-28 10:24:28,5.0.1,data/t2/t2_seg.nii.gz,30,,38.23130322,0,-2.07475915,0,15.12364417,0
2020-11-28 10:24:28,5.0.1,data/t2/t2_seg.nii.gz,31,,38.2219409,0,-2.10226404,0,15.16843155,0
2020-11-28 10:24:28,5.0.1,data/t2/t2_seg.nii.gz,32,,38.82928568,0,-2.12855776,0,15.21128837,0
2020-11-28 10:24:28,5.0.1,data/t2/t2_seg.nii.gz,33,,40.05292467,0,-2.15364044,0,15.25221693,0
2020-11-28 10:24:28,5.0.1,data/t2/t2_seg.nii.gz,34,,41.27641538,0,-2.17751216,0,15.29121942,0
2020-11-28 10:24:28,5.0.1,data/t2/t2_seg.nii.gz,35,,38.1882248,0,-2.20017306,0,15.32829796,0
