Filename,Slice (I->S),VertLevel,MEAN(eccentricity),STD(eccentricity),MEAN(orientation),STD(orientation),MEAN(solidity),STD(solidity),SUM(length)
single_subject/data/t2/t2_seg.nii.gz,169:189,3,0.732490213342126,0.013611096522704489,-0.3233312632586359,1.4208213652928838,0.9617168134161742,0.009530048920989265,16.961995967857717
single_subject/data/t2/t2_seg.nii.gz,190:207,2,0.6991962190095437,0.01195346650250226,0.9262470051820885,1.336930385288994,0.9705721757026643,0.011353940597381705,14.446837653365291
