Filename,Slice (I->S),VertLevel,MEAN(area_quadrant_anterior_left),MEAN(area_quadrant_anterior_right),MEAN(symmetry_dice_RL),MEAN(symmetry_dice_AP),MEAN(symmetry_hausdorff_RL),MEAN(symmetry_hausdorff_AP)
single_subject/data/t2/t2_seg.nii.gz,169:189,3,17.159629681937513,18.820911417243188,0.8917746525698961,0.8904975965024924,0.6704804892104089,0.7406272863999329
single_subject/data/t2/t2_seg.nii.gz,190:207,2,17.557650022040367,18.782690104520036,0.889587233207632,0.8889895179430007,0.5755110999473081,0.6269608874171207
