Filename,Slice (I->S),VertLevel,MEAN(diameter_AP),STD(diameter_AP),MEAN(diameter_RL),STD(diameter_RL)
single_subject/data/t2/t2_seg.nii.gz,169:189,3,7.844489355733386,0.1922008668231576,11.577942581270596,0.20618961050420195
single_subject/data/t2/t2_seg.nii.gz,190:207,2,8.100985311246468,0.23362872873093235,11.431529185365072,0.11689459245620851
