Filename,Slice (I->S),VertLevel,MEAN(area),STD(area)
single_subject/data/t2/t2_seg.nii.gz,30,10,38.82506256917984,0.0
single_subject/data/t2/t2_seg.nii.gz,31,10,38.199326002704446,0.0
single_subject/data/t2/t2_seg.nii.gz,32,10,36.95834151629827,0.0
single_subject/data/t2/t2_seg.nii.gz,33,10,38.18167628876984,0.0
single_subject/data/t2/t2_seg.nii.gz,34,10,40.02060465413577,0.0
single_subject/data/t2/t2_seg.nii.gz,35,9,37.55018351008499,0.0
